Obręb,Obręb nr,Arkusz,Nr działki,Pełny numer działki,Powierzchnia działki,Jednostka,Data ustanowienia
GÓRCZYN (35),35,05,128/94,35/05/128/94,0.0699,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,2/16,35/20/2/16,0.0267,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,2/12,35/20/2/12,0.315,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/31,35/05/155/31,0.0012,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,2/7,35/06/2/7,0.0033,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,69/19,35/06/69/19,0.0098,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,13,130/3,35/13/130/3,0.0307,Zarząd Transportu Miejskiego w Poznaniu   ,
GÓRCZYN (35),35,05,90/2,35/05/90/2,0.036,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,05,91,35/05/91,0.043,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,05,128/47,35/05/128/47,0.0105,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,112/19,35/06/112/19,0.0095,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/65,35/05/128/65,0.0176,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,2/8,35/06/2/8,0.0076,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,01,26/3,35/01/26/3,0.4054,Przedszkole nr 13   ,
GÓRCZYN (35),35,06,37/8,35/06/37/8,0.0062,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/72,35/05/128/72,0.0071,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/12,35/05/155/12,0.0012,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,80/2,35/06/80/2,0.0256,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,
GÓRCZYN (35),35,05,128/61,35/05/128/61,0.0066,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/35,35/05/155/35,0.0016,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/68,35/05/128/68,0.0085,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,46,35/20/46,1.5336,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,74/6,35/06/74/6,0.0018,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,74/5,35/06/74/5,0.0016,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,07,46/1,36/07/46/1,0.0336,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,2/8,36/19/2/8,0.0239,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/81,36/19/3/81,0.0047,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,24,46/2,36/24/46/2,0.2674,Szkoła Podstawowa nr 54 im.Jana Kasprowicza   ,
JUNIKOWO (36),36,21,6/2,36/21/6/2,2.8816,Zarząd Zieleni Miejskiej   ,
JUNIKOWO (36),36,28,9/2,36/28/9/2,0.1323,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,52,2/1,36/52/2/1,0.1337,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/19,36/09/10/19,0.0204,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/32,36/09/10/32,0.0772,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,05,2/1,36/05/2/1,0.0345,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/42,36/10/26/42,0.0855,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,07,44/1,36/07/44/1,0.006,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/50,36/10/26/50,0.0406,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/70,36/19/3/70,0.0113,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,24,36/09/24,1.8164,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,18/2,36/09/18/2,0.021,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,5/4,36/19/5/4,0.0697,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/38,36/09/10/38,0.2037,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/37,36/09/10/37,0.2441,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/42,36/09/10/42,0.0249,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/41,36/09/10/41,0.0431,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,12/3,36/09/12/3,0.3538,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,30,10/1,36/30/10/1,0.1371,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,4,36/19/4,0.01,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,33,11/29,36/33/11/29,0.4202,Centrum Kształcenia Zawodowego i Ustawicznego   ,
GÓRCZYN (35),35,06,112/1,35/06/112/1,0.0161,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/44,35/05/128/44,0.0077,Zarząd Dróg Miejskich   ,2017-07-24T04:00:00+02:00
JUNIKOWO (36),36,07,45/1,36/07/45/1,0.0131,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,09,29/2,35/09/29/2,0.1915,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/22,35/05/155/22,0.0058,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/54,35/05/128/54,0.0077,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,02,136/2,35/02/136/2,0.0947,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,
GÓRCZYN (35),35,03,8,35/03/8,0.0031,SZKOŁA PODSTAWOWA NR 80 IM. KORNELA MAKUSZYŃSKIEGO   ,
GÓRCZYN (35),35,05,92,35/05/92,0.0441,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,24,67/1,35/24/67/1,0.2059,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/57,35/05/128/57,0.0093,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,69/24,35/06/69/24,0.396,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,106,35/05/106,0.0306,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,
GÓRCZYN (35),35,05,155/27,35/05/155/27,0.0044,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,4/2,35/20/4/2,0.165,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,9/14,35/20/9/14,0.0055,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,85/2,35/05/85/2,0.0162,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,09,27/8,35/09/27/8,0.4434,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,20,7/1,35/20/7/1,0.0664,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,22,84/2,35/22/84/2,0.7126,Zarząd Zieleni Miejskiej   ,
GÓRCZYN (35),35,05,86/4,35/05/86/4,0.0946,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
JUNIKOWO (36),36,19,1/5,36/19/1/5,0.1053,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,2/10,36/19/2/10,0.0016,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,2/9,36/19/2/9,0.0032,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,2/7,36/19/2/7,0.0036,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,25,13/2,35/25/13/2,0.0779,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,112/20,35/06/112/20,0.0071,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,69/18,35/06/69/18,0.0082,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,102/2,35/05/102/2,0.0831,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,02,132,35/02/132,0.0178,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,
GÓRCZYN (35),35,02,133,35/02/133,0.042,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,
GÓRCZYN (35),35,05,95/2,35/05/95/2,0.1374,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,05,128/71,35/05/128/71,0.0009,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/15,35/05/155/15,0.0009,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/11,35/05/128/11,0.0114,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,257/2,35/05/257/2,0.3433,Prezydent Miasta Poznania   ,
GÓRCZYN (35),35,05,128/8,35/05/128/8,0.0172,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/67,35/05/128/67,0.0146,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,128/58,35/05/128/58,0.0114,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,02,131/4,35/02/131/4,0.0022,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,
GÓRCZYN (35),35,13,130/4,35/13/130/4,0.0358,Zarząd Transportu Miejskiego w Poznaniu   ,
GÓRCZYN (35),35,05,198/10,35/05/198/10,0.0016,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,79/1,35/06/79/1,0.0133,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,83/1,35/06/83/1,0.005,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,155/38,35/05/155/38,0.0025,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,33,4/20,36/33/4/20,1.533,Centrum Kształcenia Zawodowego i Ustawicznego   ,
JUNIKOWO (36),36,19,3/87,36/19/3/87,0.0316,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,38,4/13,36/38/4/13,0.0037,Okręgowa Stacja Chemiczno-Rolnicza w Poznaniu   ,
JUNIKOWO (36),36,38,4/14,36/38/4/14,0.4641,Okręgowa Stacja Chemiczno-Rolnicza w Poznaniu   ,
JUNIKOWO (36),36,19,3/82,36/19/3/82,0.009,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/79,36/19/3/79,0.0103,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/80,36/19/3/80,0.0471,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/83,36/19/3/83,0.0139,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/84,36/19/3/84,0.0403,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/86,36/19/3/86,0.0321,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/85,36/19/3/85,0.041,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/1,36/10/26/1,0.75,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,112/12,35/06/112/12,0.0112,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,05,105,35/05/105,0.0239,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera   ,2017-11-15T02:00:00+01:00
GÓRCZYN (35),35,02,140,35/02/140,0.0998,Zespół Szkół Budowlano-Drzewnych im.Bolesława Chrobrego   ,
JUNIKOWO (36),36,32,41/19,36/32/41/19,0.0083,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/40,36/10/26/40,0.0547,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/65,36/19/3/65,0.0621,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/61,36/19/3/61,0.0727,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/62,36/19/3/62,0.0818,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/60,36/19/3/60,0.4519,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/59,36/19/3/59,0.6068,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/68,36/19/3/68,0.0396,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/67,36/19/3/67,0.0418,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/69,36/19/3/69,0.0426,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/64,36/19/3/64,0.2044,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/63,36/19/3/63,0.0284,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/73,36/19/3/73,0.1073,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/74,36/19/3/74,0.0843,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,3/75,36/19/3/75,0.0196,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,1/2,36/19/1/2,0.315,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,05,13/4,36/05/13/4,1.0053,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,05,13/3,36/05/13/3,0.2719,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,1/4,36/19/1/4,0.0121,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,6/12,36/19/6/12,0.1993,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,6/13,36/19/6/13,0.376,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,19,5/3,36/19/5/3,0.0922,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,25,36/09/25,0.1826,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,10/20,36/09/10/20,0.0019,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,21,5,36/21/5,1.4284,Zarząd Zieleni Miejskiej   ,
GÓRCZYN (35),35,06,111/9,35/06/111/9,0.2183,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,31,2/19,36/31/2/19,0.3584,Poznańskie Ośrodki Sportu i Rekreacji   ,
JUNIKOWO (36),36,32,42/3,36/32/42/3,0.2036,Poznańskie Ośrodki Sportu i Rekreacji   ,
JUNIKOWO (36),36,19,6/8,36/19/6/8,0.0225,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,28,9/4,36/28/9/4,0.0214,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,05,3/3,36/05/3/3,0.0364,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,17,4/11,39/17/4/11,0.58,Zespół Szkół Specjalistycznych nr 103 w Poznaniu   ,
ŁAZARZ (39),39,08,23,39/08/23,0.1419,II Liceum Ogólnokształcące im. Generałowej Zamoyskiej i Heleny Modrzejewskiej   ,
ŁAZARZ (39),39,13,100,39/13/100,0.0672,Główny Inspektorat Jakości Handlowej Artykułów Rolno-Spożywczych z siedzibą w Warszawie   ,
ŁAZARZ (39),39,31,92/1,39/31/92/1,0.021,Prezydent Miasta Poznania   ,
ŁAZARZ (39),39,04,4/116,39/04/4/116,0.9084,Zespół Szkół Elektrycznych nr 2 w Poznaniu   ,
ŁAZARZ (39),39,25,8/2,39/25/8/2,0.8406,Poradnia Psychologiczno-Pedagogiczna nr 2   ,2023-01-05T02:00:00+01:00
ŁAZARZ (39),39,25,8/2,39/25/8/2,0.8406,Szkoła Podstawowa nr 90 im. hr. Władysława Zamoyskiego   ,2023-01-05T02:00:00+01:00
ŁAZARZ (39),39,08,43,39/08/43,0.0649,Zespół Dziennych Domów Pomocy   ,
ŁAZARZ (39),39,13,99,39/13/99,0.0678,Główny Inspektorat Jakości Handlowej Artykułów Rolno-Spożywczych z siedzibą w Warszawie   ,
ŁAZARZ (39),39,15,54/1,39/15/54/1,0.0244,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,15,79,39/15/79,0.04,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,14,3/1,39/14/3/1,0.0005,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,17,25/2,39/17/25/2,0.0648,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,08,32,39/08/32,0.4018,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
ŁAZARZ (39),39,29,20/54,39/29/20/54,0.2726,"Przedszkole Nr 32 ""Świerszczykowe Nutki""   ",
ŁAZARZ (39),39,14,5/1,39/14/5/1,0.0024,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,15,85/2,39/15/85/2,0.001,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,20,41,39/20/41,0.8272,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
ŁAZARZ (39),39,20,41,39/20/41,0.8272,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
ŁAZARZ (39),39,17,9/1,39/17/9/1,0.0046,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
ŁAZARZ (39),39,14,4/1,39/14/4/1,0.0038,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,14,4/2,39/14/4/2,0.0183,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,29,20/37,39/29/20/37,0.2221,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,34,128/1,39/34/128/1,0.0116,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
PLEWISKA (41),41,12,315/5,41/12/315/5,0.0862,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,02,4/84,39/02/4/84,0.3894,Przedszkole nr 118 im. Ewy Szelburg-Zarembiny   ,
PLEWISKA (41),41,10,608/16,41/10/608/16,0.0907,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,10,164/9,41/10/164/9,0.0602,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,10,346/2,41/10/346/2,0.4288,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,34,130/1,39/34/130/1,0.0159,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,129/2,39/34/129/2,0.0534,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,133/2,39/34/133/2,0.0389,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,133/3,39/34/133/3,0.032,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,126/2,39/34/126/2,0.1747,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,22,2/6,39/22/2/6,0.798,Przedszkole nr 46   ,
ŁAZARZ (39),39,02,52/39,39/02/52/39,0.2326,"Przedszkole nr 100 ""Mali Poznaniacy""   ",
ŁAZARZ (39),39,15,56/1,39/15/56/1,0.0092,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,15,82,39/15/82,0.0147,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,11,54/1,39/11/54/1,0.0087,Usługi Komunalne   ,
NARAMOWICE (50),50,11,29/132,50/11/29/132,0.3621,Zespół Szkół im.Jadwigi i Władysława Zamoyskich   ,
ŁAZARZ (39),39,29,20/56,39/29/20/56,0.1035,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,02,52/46,39/02/52/46,0.9468,Zespół Szkół Specjalnych nr 101 im.Jana Brzechwy   ,
ŁAZARZ (39),39,12,33/1,39/12/33/1,0.0629,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,29,14/2,39/29/14/2,1.5198,Młodzieżowy Dom Kultury Nr 3   ,
ŁAZARZ (39),39,29,14/2,39/29/14/2,1.5198,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,30,19,39/30/19,0.0888,Poznański Zespół Żłobków   ,
ŁAZARZ (39),39,02,46/28,39/02/46/28,0.0763,Przedszkole nr 5   ,
ŁAZARZ (39),39,14,3/5,39/14/3/5,0.0136,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,14,4/4,39/14/4/4,0.0048,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,11,53/6,39/11/53/6,0.0435,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,04,20/54,39/04/20/54,0.1397,Zespół Szkół Geodezyjno-Drogowych   ,
ŁAZARZ (39),39,13,66/7,39/13/66/7,0.1145,Poznański Zespół Żłobków   ,
ŁAZARZ (39),39,29,22,39/29/22,0.08,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,29,20/21,39/29/20/21,0.08,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,08,25,39/08/25,0.1102,II Liceum Ogólnokształcące im. Generałowej Zamoyskiej i Heleny Modrzejewskiej   ,
ŁAZARZ (39),39,33,121/1,39/33/121/1,0.3691,Przedszkole nr 44 im. Janusza Korczaka   ,
ŁAZARZ (39),39,34,137,39/34/137,0.0012,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,04,2/45,39/04/2/45,0.3677,Przedszkole nr 110   ,
PLEWISKA (41),41,08,538/28,41/08/538/28,0.0089,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,08,538/26,41/08/538/26,0.0006,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,08,538/23,41/08/538/23,0.0447,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,13,66/6,39/13/66/6,0.072,Poznański Zespół Żłobków   ,
ŁAZARZ (39),39,20,40/2,39/20/40/2,0.1984,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
ŁAZARZ (39),39,20,40/2,39/20/40/2,0.1984,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
NARAMOWICE (50),50,12,4/4,50/12/4/4,0.5829,Zarząd Dróg Miejskich   ,
NARAMOWICE (50),50,12,6/2,50/12/6/2,0.3194,Zarząd Dróg Miejskich   ,
NARAMOWICE (50),50,12,3/2,50/12/3/2,0.0011,Zarząd Dróg Miejskich   ,
NARAMOWICE (50),50,24,1/34,50/24/1/34,0.069,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
NARAMOWICE (50),50,25,9/36,50/25/9/36,0.2591,Krajowe Centrum Hodowli Zwierząt w Warszawie   ,
NARAMOWICE (50),50,25,10/3,50/25/10/3,0.0331,Krajowe Centrum Hodowli Zwierząt w Warszawie   ,
NARAMOWICE (50),50,18,31/9,50/18/31/9,0.0352,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,18,31/8,50/18/31/8,0.0964,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,18,31/10,50/18/31/10,0.0977,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
ŁAZARZ (39),39,17,4/18,39/17/4/18,0.0555,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
ŁAZARZ (39),39,17,8/22,39/17/8/22,0.9177,Zespół Szkół Specjalnych nr 103 im. Marii Grzegorzewskiej   ,2017-07-13T04:00:00+02:00
ŁAZARZ (39),39,12,8/1,39/12/8/1,0.0004,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
ŁAZARZ (39),39,17,24,39/17/24,0.5632,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,34,134,39/34/134,0.0034,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,11,36/4,39/11/36/4,0.0094,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,04,2/65,39/04/2/65,0.1681,Zarząd Zieleni Miejskiej   ,2017-06-02T04:00:00+02:00
ŁAZARZ (39),39,34,136,39/34/136,0.0472,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,12,7,39/12/7,0.0301,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
ŁAZARZ (39),39,34,131/1,39/34/131/1,0.0001,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,25,7/6,39/25/7/6,0.3495,Poradnia Psychologiczno-Pedagogiczna nr 2   ,2023-01-05T02:00:00+01:00
ŁAZARZ (39),39,25,7/6,39/25/7/6,0.3495,Szkoła Podstawowa nr 90 im. hr. Władysława Zamoyskiego   ,2023-01-05T02:00:00+01:00
ŁAZARZ (39),39,34,142,39/34/142,0.0008,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
NARAMOWICE (50),50,24,1/96,50/24/1/96,0.0382,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
ŁAZARZ (39),39,34,130/2,39/34/130/2,0.1173,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,133/1,39/34/133/1,0.0118,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,25,3/1,39/25/3/1,0.2291,Komenda Wojewódzka Policji w Poznaniu   ,2017-08-22T04:00:00+02:00
ŁAZARZ (39),39,25,2/1,39/25/2/1,0.2651,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,22,4/22,39/22/4/22,0.0569,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
ŁAZARZ (39),39,11,48/9,39/11/48/9,0.118,PALMIARNIA POZNAŃSKA   ,
PLEWISKA (41),41,11,301/5,41/11/301/5,0.0008,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,10,301/6,41/10/301/6,0.012,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,10,329/3,41/10/329/3,0.0008,Zarząd Dróg Miejskich   ,
PLEWISKA (41),41,08,538/9,41/08/538/9,0.0842,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,17,27,39/17/27,0.0567,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,06,140,39/06/140,0.1027,Przedszkole nr 58   ,
ŁAZARZ (39),39,17,20/2,39/17/20/2,0.1781,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,34,146/2,39/34/146/2,0.0412,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,17,4/2,39/17/4/2,0.1141,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
ŁAZARZ (39),39,17,4/16,39/17/4/16,0.3061,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
NARAMOWICE (50),50,18,30/8,50/18/30/8,0.0084,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,09,62/2,50/09/62/2,0.0715,Szkoła Podstawowa nr 60 im. W. Bogusławskiego   ,
