Obręb,Obręb nr,Arkusz,Nr działki,Pełny numer działki,Powierzchnia działki,Jednostka,Data ustanowienia
NARAMOWICE (50),50,09,61/1,50/09/61/1,0.4207,Szkoła Podstawowa nr 60 im. W. Bogusławskiego   ,
ŁAZARZ (39),39,34,139,39/34/139,0.0309,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
NARAMOWICE (50),50,27,8/22,50/27/8/22,0.2423,Krajowe Centrum Hodowli Zwierząt w Warszawie   ,
ŁAZARZ (39),39,34,132,39/34/132,0.2119,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,02,71/2,39/02/71/2,0.222,"Przedszkole nr 100 ""Mali Poznaniacy""   ",
ŁAZARZ (39),39,02,71/3,39/02/71/3,0.0034,"Przedszkole nr 100 ""Mali Poznaniacy""   ",
ŁAZARZ (39),39,02,46/32,39/02/46/32,0.155,Przedszkole nr 5   ,
ŁAZARZ (39),39,17,19,39/17/19,0.2178,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,08,29/1,39/08/29/1,0.315,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
ŁAZARZ (39),39,12,9/1,39/12/9/1,0.0268,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
ŁAZARZ (39),39,29,20/28,39/29/20/28,0.1533,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,29,21/4,39/29/21/4,0.6174,Zespół Szkół Ogólnokształcących nr 33   ,
ŁAZARZ (39),39,11,26/5,39/11/26/5,0.0198,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,36,62,39/36/62,0.0667,Poznański Zespół Żłobków   ,
ŁAZARZ (39),39,11,26/4,39/11/26/4,0.1128,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,02,52/105,39/02/52/105,0.0564,"Centrum Wsparcia Rodzin ""Swoboda""   ",
ŁAZARZ (39),39,25,4/1,39/25/4/1,0.0002,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,02,46/31,39/02/46/31,0.0309,Przedszkole nr 5   ,
ŁAZARZ (39),39,36,93/13,39/36/93/13,1.0895,Zespół Szkół nr 8   ,
ŁAZARZ (39),39,17,8/19,39/17/8/19,0.274,"Przedszkole nr 40 ""Poznańskie Koziołki""   ",
NARAMOWICE (50),50,18,35/1,50/18/35/1,0.008,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,18,30/15,50/18/30/15,0.0079,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,18,30/13,50/18/30/13,0.0085,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,13,34/1,50/13/34/1,0.0012,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,18,31/6,50/18/31/6,0.0137,Zarząd Dróg Miejskich   ,2018-04-25T04:00:00+02:00
NARAMOWICE (50),50,17,1/10,50/17/1/10,0.8853,Zarząd Zieleni Miejskiej   ,2018-12-05T02:00:00+01:00
NARAMOWICE (50),50,11,29/47,50/11/29/47,0.8387,Komenda Wojewódzka Policji w Poznaniu   ,
NARAMOWICE (50),50,24,1/53,50/24/1/53,0.042,Zespół Przedszkoli nr 1   ,2019-12-17T02:00:00+01:00
NARAMOWICE (50),50,24,1/88,50/24/1/88,0.036,Zespół Przedszkoli nr 1   ,2019-12-17T02:00:00+01:00
NARAMOWICE (50),50,14,1/1,50/14/1/1,0.0054,Zarząd Dróg Miejskich   ,
NARAMOWICE (50),50,14,2/1,50/14/2/1,0.1508,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,02,52/110,39/02/52/110,0.0603,"Przedszkole nr 100 ""Mali Poznaniacy""   ",
ŁAZARZ (39),39,11,36/1,39/11/36/1,0.0284,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,16,3/3,39/16/3/3,0.0712,Prezydent Miasta Poznania   ,
ŁAZARZ (39),39,13,93/2,39/13/93/2,0.1174,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,08,10/2,39/08/10/2,1.2102,Zespół Szkół Ogólnokształcących Nr 1   ,
ŁAZARZ (39),39,11,48/26,39/11/48/26,0.233,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,34,129/1,39/34/129/1,0.0003,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,34,133/4,39/34/133/4,0.172,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,17,4/19,39/17/4/19,0.0007,Zespół Szkół Specjalistycznych nr 103 w Poznaniu   ,
ŁAZARZ (39),39,17,26,39/17/26,0.014,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,17,23/2,39/17/23/2,0.1207,Zespół Szkół Ekonomicznych im Stanisława Staszica    ,
ŁAZARZ (39),39,12,5,39/12/5,0.0105,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
ŁAZARZ (39),39,32,113/4,39/32/113/4,0.0127,Szkoła Podstawowa nr 9 im. dra Franciszka Witaszka   ,
PLEWISKA (41),41,06,56/100,41/06/56/100,0.3589,Szkoła Podstawowa nr 78 im.Wiktora Degi   ,2017-09-21T04:00:00+02:00
PLEWISKA (41),41,05,537/5,41/05/537/5,0.0513,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,16,55/36,39/16/55/36,0.4354,Miejski Ośrodek Pomocy Rodzinie   ,
ŁAZARZ (39),39,04,5/2,39/04/5/2,2.3765,Zespół Szkół Geodezyjno-Drogowych   ,
ŁAZARZ (39),39,17,8/15,39/17/8/15,0.4837,Zespół Szkół Specjalistycznych nr 103 w Poznaniu   ,
ŁAZARZ (39),39,30,3,39/30/3,0.4896,Zespół Szkół i Placówek Oświatowych   ,
ŁAZARZ (39),39,20,40/1,39/20/40/1,0.002,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
ŁAZARZ (39),39,20,40/1,39/20/40/1,0.002,Szkoła Podstawowa nr 74 im. Mikołaja Kopernika   ,
ŁAZARZ (39),39,32,113/1,39/32/113/1,0.6939,Szkoła Podstawowa nr 9 im. dra Franciszka Witaszka   ,
ŁAZARZ (39),39,16,55/6,39/16/55/6,0.2976,"Przedszkole nr 40 ""Poznańskie Koziołki""   ",
ŁAZARZ (39),39,36,94/11,39/36/94/11,0.0011,Zespół Szkół nr 8   ,
PLEWISKA (41),41,11,326/2,41/11/326/2,0.3235,Zarząd Dróg Miejskich   ,
ŁAZARZ (39),39,19,59/4,39/19/59/4,3.9751,Poznańskie Ośrodki Sportu i Rekreacji   ,2023-10-18T04:00:00+02:00
ŁAZARZ (39),39,22,4/16,39/22/4/16,0.0276,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
ŁAZARZ (39),39,16,57/21,39/16/57/21,0.1288,"Przedszkole nr 91 ""Bajka""   ",
ŁAZARZ (39),39,34,140,39/34/140,0.0009,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,34,143,39/34/143,0.0537,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,24,31/1,39/24/31/1,1.424,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,32,113/3,39/32/113/3,0.0858,Szkoła Podstawowa nr 9 im. dra Franciszka Witaszka   ,
ŁAZARZ (39),39,02,4/57,39/02/4/57,1.2076,Szkoła Podstawowa 91 z Oddziałami Dwujęzycznymi im.Józefa Wybickiego   ,2017-11-23T02:00:00+01:00
ŁAZARZ (39),39,13,64,39/13/64,0.8384,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,08,36/3,39/08/36/3,0.0924,Zespół Dziennych Domów Pomocy   ,
ŁAZARZ (39),39,20,234,39/20/234,0.095,"Przedszkole nr 83 ""Zuch""   ",
ŁAZARZ (39),39,15,108,39/15/108,0.1086,Przedszkole nr 70 z siedzibą w Poznaniu   ,
ŁAZARZ (39),39,08,3/8,39/08/3/8,0.8783,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,16,55/8,39/16/55/8,0.1006,Zespół Szkół Specjalnych nr 103 im. Marii Grzegorzewskiej   ,2017-07-13T04:00:00+02:00
ŁAZARZ (39),39,24,29/1,39/24/29/1,0.0059,Zarząd Zieleni Miejskiej   ,2016-10-11T04:00:00+02:00
ŁAZARZ (39),39,24,29/2,39/24/29/2,0.1038,Zarząd Zieleni Miejskiej   ,2016-10-11T04:00:00+02:00
ŁAZARZ (39),39,34,135,39/34/135,0.0603,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,36,59,39/36/59,0.0763,Przedszkole nr 89   ,
ŁAZARZ (39),39,20,147,39/20/147,0.0435,Przedszkole nr 47   ,
ŁAZARZ (39),39,08,24,39/08/24,0.1341,II Liceum Ogólnokształcące im. Generałowej Zamoyskiej i Heleny Modrzejewskiej   ,
ŁAZARZ (39),39,36,94/6,39/36/94/6,0.732,Zespół Szkół nr 8   ,
ŁAZARZ (39),39,20,148,39/20/148,0.1272,Przedszkole nr 47   ,
PLEWISKA (41),41,06,56/45,41/06/56/45,0.3964,Szkoła Podstawowa nr 78 im.Wiktora Degi   ,2017-09-21T04:00:00+02:00
PLEWISKA (41),41,06,56/114,41/06/56/114,0.4409,Szkoła Podstawowa nr 78 im.Wiktora Degi   ,2017-09-21T04:00:00+02:00
PLEWISKA (41),41,06,1770,41/06/1770,0.7879,Szkoła Podstawowa nr 78 im.Wiktora Degi   ,2017-09-21T04:00:00+02:00
NARAMOWICE (50),50,24,1/19,50/24/1/19,0.4977,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
ŁAZARZ (39),39,15,86,39/15/86,0.1156,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,22,13/28,39/22/13/28,0.0036,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
POZNAŃ (51),51,45,15,51/45/15,0.3029,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,35,38,51/35/38,0.0424,Wielkopolski Urząd Wojewódzki   ,
NARAMOWICE (50),50,28,118/91,50/28/118/91,0.8197,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,08,6/2,51/08/6/2,0.3122,Szkoła Podstawowa nr 13 z Oddziałami Mistrzostwa Sportowego im.Cytadelowców Poznańskich   ,2023-10-10T04:00:00+02:00
POZNAŃ (51),51,09,47,51/09/47,0.0465,"Przedszkole Nr 98 ""Słoneczko""   ",
NARAMOWICE (50),50,19,2/5,50/19/2/5,0.8426,Zespół Szkolno-Przedszkolny nr 1   ,2016-04-27T04:00:00+02:00
POZNAŃ (51),51,02,69/4,51/02/69/4,0.3943,Przedszkole nr 29 im. Plastusia   ,
POZNAŃ (51),51,14,23,51/14/23,0.064,Komenda Wojewódzka Państwowej Straży Pożarnej   ,
POZNAŃ (51),51,14,23,51/14/23,0.064,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
POZNAŃ (51),51,34,6/1,51/34/6/1,0.0343,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,09,18,51/09/18,0.425,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,28,24,51/28/24,0.0161,Izba Administracji Skarbowej   ,
POZNAŃ (51),51,08,5/2,51/08/5/2,0.6768,Szkoła Podstawowa nr 13 z Oddziałami Mistrzostwa Sportowego im.Cytadelowców Poznańskich   ,2023-10-10T04:00:00+02:00
POZNAŃ (51),51,01,1/27,51/01/1/27,0.0058,Usługi Komunalne   ,
NARAMOWICE (50),50,19,4/22,50/19/4/22,0.3722,Zarząd Zieleni Miejskiej   ,2017-04-12T04:00:00+02:00
NARAMOWICE (50),50,24,1/3,50/24/1/3,0.1221,Zespół Przedszkoli nr 1   ,2019-12-17T02:00:00+01:00
NARAMOWICE (50),50,24,1/63,50/24/1/63,0.038,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
POZNAŃ (51),51,45,17/8,51/45/17/8,0.0901,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,08,12/38,51/08/12/38,0.258,Państwowa Bursa Szkół Artystycznych w Poznaniu   ,
POZNAŃ (51),51,08,12/40,51/08/12/40,1.165,Poznańska Ogólnokształcąca Szkoła Muzyczna II stopnia im.Mieczysława Karłowicza   ,
POZNAŃ (51),51,45,20/20,51/45/20/20,0.0169,Usługi Komunalne   ,
POZNAŃ (51),51,09,58,51/09/58,0.0008,Wojewódzka Stacja Sanitarno-Epidemiologiczna   ,2018-06-02T04:00:00+02:00
POZNAŃ (51),51,28,34/3,51/28/34/3,0.001,Regionalna Izba Obrachunkowa w Poznaniu   ,
POZNAŃ (51),51,45,20/13,51/45/20/13,0.0615,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,08,12/34,51/08/12/34,0.0022,Poznańska Ogólnokształcąca Szkoła Muzyczna II stopnia im.Mieczysława Karłowicza   ,
POZNAŃ (51),51,08,12/33,51/08/12/33,0.0784,Poznańska Ogólnokształcąca Szkoła Muzyczna II stopnia im.Mieczysława Karłowicza   ,
POZNAŃ (51),51,05,13/1,51/05/13/1,0.3264,Sąd Okręgowy w Poznaniu   ,
POZNAŃ (51),51,38,2,51/38/2,0.276,Zespół Szkół Budownictwa nr 1   ,
POZNAŃ (51),51,08,6/3,51/08/6/3,0.0652,Szkoła Podstawowa nr 13 z Oddziałami Mistrzostwa Sportowego im.Cytadelowców Poznańskich   ,2023-10-10T04:00:00+02:00
POZNAŃ (51),51,47,18,51/47/18,0.1359,Zespół Szkół Ogólnokształcących nr 7 w Poznaniu   ,
POZNAŃ (51),51,03,3/2,51/03/3/2,0.328,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,08,12/35,51/08/12/35,0.0657,Sąd Apelacyjny w Poznaniu   ,
POZNAŃ (51),51,34,3/7,51/34/3/7,0.0024,Liceum Ogólnokształcące św. Marii Magdaleny   ,
POZNAŃ (51),51,34,3/7,51/34/3/7,0.0024,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,45,20/21,51/45/20/21,1.1006,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,47,16,51/47/16,0.1266,Okręgowy Urząd Miar w Poznaniu   ,
POZNAŃ (51),51,35,37,51/35/37,0.1042,Wielkopolski Urząd Wojewódzki   ,
POZNAŃ (51),51,03,3/3,51/03/3/3,0.1068,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,02,7/3,51/02/7/3,0.195,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,34,6/6,51/34/6/6,0.0016,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,34,6/5,51/34/6/5,0.0001,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,48,2,51/48/2,0.2608,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,08,11/17,51/08/11/17,0.5667,Zespół Ogrodów Jordanowskich   ,2023-10-11T04:00:00+02:00
POZNAŃ (51),51,08,11/18,51/08/11/18,0.0396,Zespół Ogrodów Jordanowskich   ,2023-10-11T04:00:00+02:00
POZNAŃ (51),51,35,36/4,51/35/36/4,0.2545,Wielkopolski Urząd Wojewódzki   ,
POZNAŃ (51),51,08,12/26,51/08/12/26,0.8624,Sąd Okręgowy w Poznaniu   ,
POZNAŃ (51),51,08,11/20,51/08/11/20,0.1125,Prokuratura Okręgowa w Poznaniu   ,
POZNAŃ (51),51,09,40,51/09/40,0.0581,"Przedszkole Nr 98 ""Słoneczko""   ",
POZNAŃ (51),51,09,45,51/09/45,0.0469,"Przedszkole Nr 98 ""Słoneczko""   ",
POZNAŃ (51),51,12,16,51/12/16,0.0926,Prokuratura Rejonowa Poznań-Stare Miasto z siedzibą w Poznaniu   ,
POZNAŃ (51),51,41,52/3,51/41/52/3,0.0385,Wojewódzki Zarząd Melioracji i Urządzeń Wodnych   ,
POZNAŃ (51),51,35,31/2,51/35/31/2,0.6652,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,35,31/2,51/35/31/2,0.6652,Poznańska Szkoła Chóralna Jerzego Kurczewskiego   ,
POZNAŃ (51),51,41,44,51/41/44,0.1922,Wojewódzki Sąd Administracyjny w Poznaniu   ,
POZNAŃ (51),51,12,7,51/12/7,0.4919,Zespół Szkół Zawodowych nr 6 im. Joachima Lelewela   ,
POZNAŃ (51),51,12,7,51/12/7,0.4919,Poradnia Psychologiczno-Pedagogiczna Nr 5 Poznań-Stare Miasto   ,
POZNAŃ (51),51,12,7,51/12/7,0.4919,Centrum Doradztwa Zawodowego dla Młodzieży   ,
POZNAŃ (51),51,12,7,51/12/7,0.4919,Poradnia Psychologiczno-Pedagogiczna Nr 5 Poznań-Stare Miasto   ,
POZNAŃ (51),51,12,7,51/12/7,0.4919,Centrum Doradztwa Zawodowego dla Młodzieży   ,
POZNAŃ (51),51,09,64/1,51/09/64/1,0.0511,"Centrum Wsparcia Rzemiosła,Kształcenia Dualnego i Zawodowego   ",2022-07-27T04:00:00+02:00
POZNAŃ (51),51,01,1/5,51/01/1/5,0.3661,Młodzieżowy Dom Kultury nr 2   ,
POZNAŃ (51),51,08,15/14,51/08/15/14,0.0163,Zespół Ogrodów Jordanowskich   ,2023-10-11T04:00:00+02:00
POZNAŃ (51),51,08,15/15,51/08/15/15,0.1458,Zespół Ogrodów Jordanowskich   ,2023-10-11T04:00:00+02:00
POZNAŃ (51),51,33,5/11,51/33/5/11,0.1523,Zespół Szkół Odzieżowych im. Władysława Reymonta w Poznaniu   ,
POZNAŃ (51),51,31,7,51/31/7,0.0237,Wielkopolskie Samorządowe Centrum Kształcenia Zawodowego i Ustawicznego nr 2   ,
POZNAŃ (51),51,14,17/15,51/14/17/15,0.05,Komenda Wojewódzka Państwowej Straży Pożarnej   ,
POZNAŃ (51),51,14,17/15,51/14/17/15,0.05,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
POZNAŃ (51),51,09,59,51/09/59,0.0198,Wojewódzka Stacja Sanitarno-Epidemiologiczna   ,
POZNAŃ (51),51,09,60,51/09/60,0.1624,Wojewódzka Stacja Sanitarno-Epidemiologiczna   ,
WINIARY (52),52,28,97/91,52/28/97/91,4.9836,Zarząd Zieleni Miejskiej   ,
WINIARY (52),52,25,12/7,52/25/12/7,0.0221,Zarząd Transportu Miejskiego w Poznaniu   ,
WINIARY (52),52,25,12/6,52/25/12/6,0.1089,Zarząd Transportu Miejskiego w Poznaniu   ,
WINIARY (52),52,28,97/83,52/28/97/83,0.1131,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,28,20,51/28/20,0.016,Izba Administracji Skarbowej   ,
POZNAŃ (51),51,09,64/2,51/09/64/2,0.0172,"Centrum Wsparcia Rzemiosła,Kształcenia Dualnego i Zawodowego   ",2022-07-27T04:00:00+02:00
POZNAŃ (51),51,25,26/2,51/25/26/2,0.0372,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
NARAMOWICE (50),50,24,1/18,50/24/1/18,0.0013,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
NARAMOWICE (50),50,24,1/20,50/24/1/20,0.0012,Szkoła Podstawowa nr 48 im.Gen.Oswalda Franka   ,
POZNAŃ (51),51,08,12/32,51/08/12/32,0.4219,Sąd Apelacyjny w Poznaniu   ,
POZNAŃ (51),51,02,6/2,51/02/6/2,0.2353,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,46,2/8,51/46/2/8,0.0185,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,
POZNAŃ (51),51,46,2/11,51/46/2/11,0.001,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,
POZNAŃ (51),51,46,2/10,51/46/2/10,0.0018,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,
POZNAŃ (51),51,02,64/6,51/02/64/6,0.0747,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,09,14/2,51/09/14/2,1.6148,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,45,17/5,51/45/17/5,1.3797,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,45,18/2,51/45/18/2,0.157,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,45,20/18,51/45/20/18,2.2903,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,14,32/3,51/14/32/3,0.0453,Prezydent Miasta Poznania   ,
POZNAŃ (51),51,08,12/29,51/08/12/29,0.0596,Poznańska Ogólnokształcąca Szkoła Muzyczna II stopnia im.Mieczysława Karłowicza   ,2016-04-26T04:00:00+02:00
POZNAŃ (51),51,08,12/29,51/08/12/29,0.0596,Państwowa Bursa Szkół Artystycznych w Poznaniu   ,2016-04-26T04:00:00+02:00
POZNAŃ (51),51,46,2/2,51/46/2/2,0.3392,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,2018-05-19T04:00:00+02:00
POZNAŃ (51),51,46,2/4,51/46/2/4,0.2661,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,2018-05-19T04:00:00+02:00
POZNAŃ (51),51,08,12/20,51/08/12/20,0.3722,Prokuratura Okręgowa w Poznaniu   ,
POZNAŃ (51),51,11,3/33,51/11/3/33,0.0649,Sąd Rejonowy Poznań - Stare Miasto w Poznaniu   ,
POZNAŃ (51),51,02,9/4,51/02/9/4,4.9771,Szkoła Podstawowa nr 13 z Oddziałami Mistrzostwa Sportowego im.Cytadelowców Poznańskich   ,2023-10-10T04:00:00+02:00
POZNAŃ (51),51,33,4,51/33/4,0.0667,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,22,9,51/22/9,0.2511,Wielkopolski Urząd Wojewódzki   ,
POZNAŃ (51),51,13,15/3,51/13/15/3,0.2962,Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu   ,2018-06-02T04:00:00+02:00
POZNAŃ (51),51,13,15/3,51/13/15/3,0.2962,Sąd Okręgowy w Poznaniu   ,2018-06-02T04:00:00+02:00
POZNAŃ (51),51,41,52/1,51/41/52/1,0.0229,Wojewódzki Zarząd Melioracji i Urządzeń Wodnych   ,
POZNAŃ (51),51,03,12/4,51/03/12/4,0.0995,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,03,10/1,51/03/10/1,0.0511,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,22,8,51/22/8,0.3974,Wielkopolski Urząd Wojewódzki   ,
POZNAŃ (51),51,28,21,51/28/21,0.1505,Izba Administracji Skarbowej   ,
POZNAŃ (51),51,08,11/25,51/08/11/25,0.0056,Prokuratura Okręgowa w Poznaniu   ,
POZNAŃ (51),51,02,5/3,51/02/5/3,0.0222,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,23,17/2,51/23/17/2,0.1274,Przedszkole Specjalne nr 164   ,
POZNAŃ (51),51,34,3/9,51/34/3/9,0.0134,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,37,11/2,51/37/11/2,0.8364,Zespół Szkolno-Przedszkolny nr 16   ,2023-08-17T04:00:00+02:00
POZNAŃ (51),51,28,18/4,51/28/18/4,0.01,Izba Administracji Skarbowej   ,
POZNAŃ (51),51,17,62,51/17/62,0.0442,Ogólnokształcąca Szkoła Baletowa im. Olgi Sławskiej-Lipczyńskiej   ,
POZNAŃ (51),51,14,26,51/14/26,0.069,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,14,20,51/14/20,0.0211,Komenda Wojewódzka Państwowej Straży Pożarnej   ,
POZNAŃ (51),51,14,20,51/14/20,0.0211,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
POZNAŃ (51),51,47,17,51/47/17,0.0517,Zespół Burs Szkolnych   ,
POZNAŃ (51),51,47,22,51/47/22,0.0937,Zespół Szkół Ogólnokształcących nr 7 w Poznaniu   ,
POZNAŃ (51),51,02,66,51/02/66,1.4542,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,22,5,51/22/5,0.249,Wielkopolski Urząd Wojewódzki   ,
POZNAŃ (51),51,13,16,51/13/16,0.3105,Komenda Wojewódzka Policji w Poznaniu   ,
POZNAŃ (51),51,03,11/1,51/03/11/1,0.0212,Zarząd Transportu Miejskiego w Poznaniu   ,
POZNAŃ (51),51,28,35/1,51/28/35/1,0.3577,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,25,27/2,51/25/27/2,0.0121,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
NARAMOWICE (50),50,12,5/9,50/12/5/9,0.9842,Zarząd Dróg Miejskich   ,
POZNAŃ (51),51,31,6/1,51/31/6/1,0.1774,Wielkopolskie Samorządowe Centrum Kształcenia Zawodowego i Ustawicznego nr 2   ,2019-08-07T04:00:00+02:00
POZNAŃ (51),51,33,5/7,51/33/5/7,0.4767,"Przedszkole nr 74 ""Misia Uszatka""   ",
NARAMOWICE (50),50,19,4/8,50/19/4/8,0.1685,Zespół Szkolno-Przedszkolny nr 1   ,2016-04-27T04:00:00+02:00
NARAMOWICE (50),50,19,3/5,50/19/3/5,0.9655,Zespół Szkolno-Przedszkolny nr 1   ,2016-04-27T04:00:00+02:00
POZNAŃ (51),51,09,11,51/09/11,0.085,Wojewódzka Stacja Sanitarno-Epidemiologiczna   ,
NARAMOWICE (50),50,09,63/2,50/09/63/2,0.0415,Szkoła Podstawowa nr 60 im. W. Bogusławskiego   ,
NARAMOWICE (50),50,18,23/1,50/18/23/1,0.0222,Prezydent Miasta Poznania   ,
NARAMOWICE (50),50,27,8/3,50/27/8/3,0.0531,Krajowe Centrum Hodowli Zwierząt w Warszawie   ,
NARAMOWICE (50),50,19,5/7,50/19/5/7,0.001,Zarząd Zieleni Miejskiej   ,2017-04-12T04:00:00+02:00
POZNAŃ (51),51,46,2/12,51/46/2/12,0.0571,Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich   ,
POZNAŃ (51),51,23,52/4,51/23/52/4,1.8731,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,33,7/3,51/33/7/3,0.6728,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,33,7/1,51/33/7/1,0.005,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,33,7/2,51/33/7/2,0.0228,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,35,29/3,51/35/29/3,0.0065,VIII Liceum Ogólnokształcące im. Adama Mickiewicza   ,
POZNAŃ (51),51,14,17/26,51/14/17/26,0.0006,Komenda Wojewódzka Państwowej Straży Pożarnej   ,
POZNAŃ (51),51,14,17/26,51/14/17/26,0.0006,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
POZNAŃ (51),51,14,24/2,51/14/24/2,0.0265,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,02,7/7,51/02/7/7,0.1324,Zarząd Zieleni Miejskiej   ,
POZNAŃ (51),51,02,62/11,51/02/62/11,1.1316,XII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie   ,
